comments,duration,languages,published_date,title,views,funny,informative,unconvincing,confusing,inspiring
184,1140,29,2006,Chemical scum that dream of distant quasars,1096862,3.6963882618510158,12.584650112866816,1.3826185101580135,1.1851015801354403,11.202031602708804
507,1316,36,2006,Why the universe seems so strange,2885999,2.7644754026991727,14.214192424902047,0.892468437091859,0.914235959947758,14.671310404875925
95,1275,25,2006,The freakonomics of crack dealing,2863214,23.82121807465619,26.129666011787815,0.9332023575638507,0.343811394891945,2.111984282907662
355,1050,37,2006,"Choice, happiness and spaghetti sauce",7023562,15.620902790784791,18.76755946806518,1.0769807079977525,0.7492039707810452,11.94980333395767
970,1276,43,2006,The surprising science of happiness,14689301,8.71231219118685,19.658162750831902,0.8772814359181205,1.2150852072199254,17.918725420994253
991,1177,45,2006,The paradox of choice,10000702,10.210772833723654,16.94212111073938,2.1679491468718637,0.36132485781197726,16.239544998327197
213,1129,26,2006,Meet the future of cancer research,1030267,0.6277160791887977,13.375181071945919,1.834862385321101,1.448575567358764,18.20376629647513
612,1365,29,2006,A roadmap to end aging,3277740,3.9204959883296864,9.773887673231219,5.634573304157549,3.7563822027716993,9.445660102115244
74,952,21,2006,How mobile phones can fight poverty,503517,0.141643059490085,21.671388101983002,1.13314447592068,1.5580736543909348,23.229461756373937
58,773,26,2006,Invest in Africa's own solutions,705389,0.6622516556291391,18.27814569536424,2.119205298013245,0.5298013245033113,34.437086092715234
43,1080,21,2006,Why we should invest in a free press,580891,0.22988505747126436,23.218390804597703,0.9195402298850575,2.528735632183908,16.32183908045977
67,1125,24,2006,How to rebuild a broken state,809226,1.0089686098654709,24.43946188340807,3.923766816143498,2.8026905829596416,12.668161434977579
186,1177,28,2006,The real future of space exploration,2028451,3.1172686788718456,16.62543295398318,3.8099950519544783,1.1380504700643246,24.641266699653634
57,1083,26,2006,Why did I ski to the North Pole?,745231,7.897334649555774,4.343534057255676,1.7769002961500493,0.09871668311944717,28.43040473840079
112,1672,24,2006,My wish: Three actions for Africa,718649,2.683178534571723,8.25593395252838,3.0959752321981426,1.238390092879257,30.340557275541798
58,2065,22,2006,My wish: Manufactured landscapes and green education,975107,0.8403361344537815,19.327731092436977,1.050420168067227,1.1554621848739497,16.596638655462183
33,1609,20,2006,My wish: Three unusual medical inventions,382996,0.2004008016032064,23.04609218436874,4.008016032064128,0.8016032064128256,9.619238476953909
105,1280,20,2006,How juries are fooled by statistics,1053758,4.650112866817156,38.103837471783294,0.09029345372460496,3.0248306997742667,3.927765237020316
494,805,41,2006,Why people believe weird things,5364639,31.457975986277877,15.368782161234993,1.726700971983991,0.5831903945111492,4.2652944539736986
233,1376,22,2006,The accelerating power of technology,2434344,0.5467800729040098,24.48359659781288,3.3718104495747268,2.764277035236938,11.7861482381531
149,1200,26,2006,How technology evolves,1536873,0.3948312993539124,9.655419956927494,4.881550610193827,3.12275664034458,10.014357501794688
52,848,24,2006,Fight injustice with raw video,904215,0.5889281507656066,17.078916372202592,1.6489988221436984,0.9422850412249705,26.148409893992934
578,210,66,2006,8 secrets of success,10841210,19.756211283554254,12.735629121428097,1.4187703989875442,0.28641843735429295,33.15792979417838
95,247,34,2006,If I controlled the Internet,1813665,35.8248395620989,0.7927519818799547,2.1140052850132123,1.698754246885617,7.361268403171008
199,198,48,2006,The killer American diet that's sweeping the planet,2299265,3.0927835051546393,42.89805269186712,3.493699885452463,1.6036655211912942,8.648339060710194
85,843,22,2007,The hidden world of shadow cities,673036,0.29880478087649404,26.394422310756973,9.661354581673306,3.5856573705179287,10.458167330677291
499,1001,32,2007,Global priorities bigger than climate change,1391142,0.381952733349248,13.105753163046074,12.819288613034137,1.503938887562664,6.68417283361184
371,1321,36,2007,Dreams from endangered cultures,2532851,1.4734561213434452,15.124593716143012,1.170097508125677,0.5200433369447455,21.01841820151679
59,1115,29,2007,Photos of endangered cultures,882034,0.6954102920723227,16.133518776077885,3.477051460361613,1.9471488178025034,21.835883171070932
203,1046,29,2007,Is this our final century?,2121177,1.5894487656408525,20.52756171795739,2.029083530605343,0.9130875887724046,15.556307067974299
130,1151,23,2007,Progress is not a zero-sum game,1090180,15.99625818521983,11.739943872778298,5.004677268475211,2.5724976613657624,16.043030869971936
47,603,29,2007,"How the ""ghost map"" helped end a killer disease",684519,2.178649237472767,41.830065359477125,0.5446623093681917,0.5446623093681917,10.239651416122005
91,1141,24,2007,The era of open innovation,1409327,0.7010834926704907,22.625876354365836,1.0197578075207139,0.6373486297004461,26.003824091778206
222,825,0,2007,"A dance of ""Symbiosis""",3051507,0.34636318654131615,0.29688273132112813,0.3628566716147122,0.8741547088899885,8.659079663532905
111,1385,19,2007,Four American characters,978825,10.10854816824966,4.545454545454546,0.47489823609226595,2.1031207598371777,14.111261872455902
28,869,18,2007,Everyday inventions,442553,0.5253940455341506,17.162872154115586,3.852889667250438,16.46234676007005,8.40630472854641
64,1038,17,2007,Unleash your creativity in a Fab Lab,691814,1.186623516720604,11.974110032362459,1.2944983818770228,5.93311758360302,20.28047464940669
226,1155,30,2007,In praise of slowness,2441805,5.520110957004161,11.400832177531207,1.4701803051317615,0.8321775312066574,34.95145631067961
97,1447,26,2007,My wish: Rebuilding Rwanda,849859,0.9306260575296108,17.59729272419628,1.94585448392555,0.5922165820642978,31.1336717428088
89,1355,26,2007,My wish: Build the Encyclopedia of Life,1335732,2.5186033199771036,20.206067544361765,0.9730967372638809,1.1448196908986834,23.068116771608473
107,1316,23,2007,My wish: Let my photographs bear witness,1262674,0.12674271229404308,9.885931558935361,1.0139416983523446,0.6337135614702154,24.250105618926913
161,1645,31,2007,What separates us from chimpanzees?,1663001,1.1342155009451798,12.19281663516068,0.945179584120983,0.8821676118462508,29.741650913673602
220,1021,31,2007,How to get your ideas to spread,5570544,14.940997335363532,18.97601827179292,1.1229539398553483,0.43776170536733916,19.7944423296536
114,1211,28,2007,How we discovered DNA,1520908,16.037735849056602,18.867924528301888,9.643605870020965,1.781970649895178,12.054507337526205
88,873,31,2007,Visual illusions that show how we (mis)think,2138907,15.934065934065933,8.641358641358641,5.094905094905095,3.996003996003996,3.096903096903097
130,1207,18,2007,To invent is to give,680134,2.2189349112426036,13.165680473372781,5.029585798816568,2.0710059171597637,17.159763313609467
49,1340,20,2007,The life code that will reshape the future,690928,2.547307132459971,23.21688500727802,1.3828238719068413,0.5094614264919942,12.809315866084425
86,930,26,2007,Happiness by design,1762302,23.388305847076463,4.997501249375312,3.4982508745627188,1.5492253873063468,27.08645677161419
107,1054,32,2007,The route to a sustainable future,1392010,0.718132854578097,18.731298623578695,1.7953321364452424,0.8976660682226212,30.99940155595452
50,1240,16,2007,How architecture can connect us,660909,1.2589928057553956,10.611510791366907,10.79136690647482,12.410071942446043,16.366906474820144
78,1204,23,2007,Great cars are great art,867495,10.452586206896552,9.375,8.72844827586207,3.4482758620689653,17.45689655172414
40,276,28,2007,"Singing ""What I Want""",395769,2.857142857142857,0.5194805194805194,5.194805194805195,1.8181818181818181,18.441558441558442
27,850,24,2007,Design is in the details,761930,3.2873806998939554,21.10286320254507,1.4846235418875928,0.10604453870625664,29.268292682926827
84,891,23,2007,"Art with wire, sugar, chocolate and string",1149090,20.795734208367513,1.8867924528301887,0.6562756357670222,0.41017227235438886,14.848236259228875
131,1012,24,2007,A philosophical quest for our biggest problems,762264,1.1269722013523666,11.344853493613824,20.510894064613073,6.6115702479338845,8.114199849737041
127,1399,24,2007,Biomimicry's surprising lessons from nature's engineers,1920434,0.4068584713746004,13.019471083987213,0.5231037489102005,0.31967451322290036,25.399593141528626
34,1011,21,2007,Sampling the ocean's DNA,560904,0.45045045045045046,29.87987987987988,0.45045045045045046,3.453453453453453,10.96096096096096
47,893,20,2007,Software (as) art,606311,1.9005847953216373,3.070175438596491,11.695906432748536,7.748538011695906,6.286549707602338
335,1045,28,2007,The gentle genius of bonobos,2197377,4.737850548684898,10.520815188991465,1.2192997735586135,0.2612785229054172,9.68472391569413
143,977,30,2007,The story of life in photographs,1697185,0.41379310344827586,6.022988505747127,1.7241379310344827,0.5747126436781609,14.045977011494253
57,985,18,2007,The shrimp with a kick!,1115081,7.744763760350707,24.15976619581101,0.14612761811982464,0.24354603019970775,4.140282513395031
39,163,38,2007,"Global warming's theme song, ""Manhattan in January""",591379,43.23873121869783,1.8363939899833055,2.671118530884808,1.335559265442404,4.173622704507513
34,459,25,2007,Casting a spell on the cello,398713,0.4576659038901602,0,4.805491990846682,1.1441647597254003,10.297482837528605
501,1308,31,2007,The illusion of consciousness,2676717,6.830941983780411,21.210230817217717,8.234560199625701,3.1503431066749847,6.363069245165315
296,1929,32,2007,How to truly listen,4165572,1.4631806188534422,5.792756056608299,0.395778364116095,0.5876709042935956,24.718157831614295
231,1205,25,2007,Cradle to cradle design,1426390,2.2706630336058127,7.780805328489253,1.0293672419013018,0.8174386920980926,21.0414774447472
58,1031,22,2007,The electricity metaphor for the web's future,754700,12.172284644194757,25,3.838951310861423,2.247191011235955,15.543071161048688
58,251,25,2007,A mockingbird remix of TED2006,643078,16.439688715953306,0.38910505836575876,0.48638132295719844,0.7782101167315175,12.062256809338521
75,378,28,2007,"""Kiteflyer's Hill""",513672,0.8051529790660225,0,2.737520128824477,0.322061191626409,9.822866344605476
50,312,25,2007,"""What You've Got""",428351,0.15408320493066258,0.9244992295839755,2.0030816640986133,1.848998459167951,26.040061633281976
588,1172,22,2007,Why would God create a tsunami?,616385,0.5569620253164557,3.79746835443038,16,4.405063291139241,16.151898734177212
6404,1750,42,2007,Militant atheism,4374792,8.071658615136876,7.467793880837359,3.616478797638218,0.5770263016639828,19.692699946323135
49,1195,16,2007,A comic sendup of TED2006,609087,51.23825789923142,0.9393680614859093,3.159692570452605,4.782237403928266,1.5371477369769428
39,201,33,2007,"""La Vie en Rose""",443180,11.132437619961612,0,4.990403071017274,1.5355086372360844,7.677543186180421
42,858,23,2007,Technology's long tail,904520,1.3977128335451081,42.43964421855146,2.1601016518424396,2.41423125794155,6.98856416772554
67,311,30,2007,Cape Breton fiddling in reel time,717002,2.857142857142857,0.12422360248447205,2.732919254658385,1.2422360248447204,12.670807453416149
56,1233,31,2007,The genesis of Google,1451846,7.208588957055214,23.159509202453986,3.834355828220859,4.141104294478527,13.496932515337424
72,277,22,2007,"""Black Men Ski""",577502,31.718569780853517,2.9988465974625145,4.382929642445213,3.690888119953864,5.997693194925029
328,1184,21,2007,The ghastly tragedy of the suburbs,1683456,17.18483088486505,11.718483088486504,1.9303040655961736,0.4953877690468056,13.682951827810044
32,1020,19,2007,Human-centered design,779873,6.525037936267071,17.147192716236724,4.400606980273141,1.062215477996965,21.851289833080425
99,185,44,2007,What squatter cities can teach us,940913,0.9596928982725527,18.13819577735125,25.04798464491363,15.259117082533589,5.08637236084453
230,1211,29,2007,How brain science will change computing,1371482,7.8191814294441055,19.39523518631643,1.3439218081857056,0.6719609040928528,16.890653634697617
87,1001,22,2007,Swim with the giant sunfish,870412,21.29032258064516,24.70967741935484,0.967741935483871,0.1935483870967742,9.290322580645162
260,450,34,2007,How PhotoSynth can connect the world's images,4772595,0.3374307061942637,3.11882381296698,0.19763798505664015,0.36635333815377197,4.131115931549771
295,1072,20,2007,Salvation (and profit) in greentech,805111,0.29542097488921715,17.2821270310192,5.317577548005908,1.4032496307237814,27.91728212703102
127,1213,32,2007,Want to help Africa? Do business here,1044185,1.4245014245014245,24.715099715099715,0.14245014245014245,0.14245014245014245,25.85470085470086
124,279,31,2007,Rethink the desktop with BumpTop,1479503,16.78115799803729,6.133464180569185,3.7782139352306183,0.49067713444553485,8.684985279685966
220,726,31,2007,We can be Buddhas,1493606,12.136815005516734,6.80397204854726,1.8389113644722324,2.6848105921294594,34.82898124310408
14,1477,18,2007,A memorial at Ground Zero,404402,1.0101010101010102,12.457912457912458,20.2020202020202,0,9.764309764309765
305,1402,19,2007,Let's rethink America's military strategy,1136037,13.733905579399142,17.13161659513591,3.1473533619456364,1.5736766809728182,5.329041487839771
27,214,0,2007,"A string quartet plays ""Blue Room""",384641,0.628930817610063,0,5.031446540880504,2.0964360587002098,11.320754716981133
22,370,25,2007,Tour Microsoft's Virtual Earth,308879,0.7334963325183375,14.91442542787286,8.312958435207824,3.1784841075794623,3.9119804400977993
261,1137,35,2007,New insights on poverty,3243784,7.9871704607682075,12.07854181334585,0.28162403191739027,0.22686380348900886,12.274114057732927
240,1063,24,2007,I'm going to the moon. Who's with me?,1801117,0.7487131492746841,5.54515676181563,1.4974262985493683,0.49134300421151145,15.98034627983154
392,926,32,2007,Dangerous memes,1596067,1.7458231650084477,16.031537450722734,2.740754646142294,2.008635254364558,9.160878543270133
150,1165,33,2007,The potential of regenerative medicine,1427723,0.85949177877429,17.526158445440956,0.5605381165919282,0.4857997010463378,14.947683109118087
145,1030,23,2007,The Web's secret stories,1049727,1.271940981938438,5.901806156194352,2.4166878656830324,1.3736962604935132,10.582548969727805
136,934,22,2007,Flip your thinking on AIDS in Africa,854967,0.6151142355008787,33.91915641476274,8.260105448154658,4.393673110720562,3.5149384885764503
126,997,19,2007,"Spore, birth of a game",1107307,2.3351295868616884,5.594046702591737,1.308698999230177,0.5388760585065435,11.778290993071593
276,552,34,2007,The  4 a.m. mystery,3387765,49.596774193548384,1.6330645161290323,3.0443548387096775,1.653225806451613,1.8548387096774193
231,585,27,2007,Visualizing the wonder of a living cell,1788182,1.2243360331512525,8.457336598229421,0.5274062912036165,0.979468826521002,7.47786777170842
80,288,39,2007,How to get (a new) hip,558993,43.43534057255676,4.146100691016782,4.343534057255676,0.9871668311944718,9.47680157946693
97,1070,20,2007,Africa's cheetahs versus hippos,648234,2.2888713496448303,19.652722967640095,1.1838989739542225,1.1838989739542225,22.573007103393845
108,1330,21,2007,Aid versus trade,524049,0.5661348430262481,7.256819351518271,1.6469377251672672,0.7205352547606794,9.93309315491508
174,252,44,2007,How I built a windmill,1543596,1.4251781472684086,2.771179730799683,0.4750593824228029,0.5146476642913698,41.448931116389545
31,1141,21,2007,Why invest in Africa,335086,0.2617801047120419,25.654450261780106,2.8795811518324608,0.2617801047120419,31.151832460732987
150,1051,27,2007,How to educate leaders? Liberal arts,1216429,0.25037556334501754,8.5628442663996,1.4521782674011017,0.15022533800701052,40.56084126189284
77,1056,21,2007,Telling stories from Africa,561703,12.867647058823529,7.6286764705882355,1.4705882352941175,1.1948529411764706,20.22058823529412
106,1103,26,2007,Patient capitalism,836269,0.5828476269775187,13.905079100749376,1.4987510407993339,0.5828476269775187,34.30474604496253
60,606,21,2007,"""Thula Mama""",531957,2.0987654320987654,1.8518518518518516,0.6172839506172839,0.6172839506172839,25.555555555555554
36,299,0,2007,"""Woza""",416603,3.7280701754385963,0.8771929824561403,1.0964912280701753,1.5350877192982455,15.570175438596493
49,931,23,2007,My journey into movies that matter,727247,3.587443946188341,12.286995515695068,2.780269058295964,0.6278026905829596,36.950672645739914
102,310,32,2007,"Luke, a new prosthetic arm for soldiers",1575699,0.43420173680694724,5.177020708082832,0.4175016700066801,0.4008016032064128,17.95257181028724
151,950,32,2007,The joy of lexicography,1013063,28.199883109292813,16.277030976037405,1.4903565166569257,0.9059029807130333,10.023378141437755
126,1027,30,2007,Aid for Africa? No thanks.,722877,2.247191011235955,17.415730337078653,0.648228176318064,0.38893690579083834,10.847018150388937
304,493,32,2007,"My creations, a new form of life",3982352,3.054960742326909,1.5560314061384726,0.9564596716630979,1.099214846538187,9.364739471805853
124,1047,32,2007,What our language habits reveal,1914263,3.3795201081446438,32.30821223386279,3.0753632984116255,6.9618114227779655,5.001689760054073
677,1155,32,2007,The surprising decline in violence,2063367,0.7157276564507249,24.114516425032114,4.441181868232704,0.7707836300238576,9.010827674802716
164,1056,19,2007,An Iraq war movie crowd-sourced from soldiers,507997,0.2654867256637168,12.831858407079647,6.371681415929204,2.2123893805309733,17.52212389380531
65,951,26,2007,The search for humanity's roots,913666,2.479338842975207,32.75732531930879,1.8782870022539442,1.5777610818933134,12.546957175056347
83,959,24,2007,Designing for simplicity,1215947,24.091420007493443,6.893967778194081,6.294492319220682,5.432746346946422,15.099288122892467
169,1782,22,2007,10 ways the world could end,1712075,12.708333333333332,23.958333333333336,7.916666666666666,0.7291666666666666,6.302083333333333
29,1280,20,2007,A flight on solar wings,736290,12.333333333333334,12.333333333333334,1.3333333333333335,1.4444444444444444,16.444444444444446
225,1029,33,2007,This is Saturn,2627709,0.447405997144217,8.37696335078534,0.23798191337458352,0.14278914802475012,11.099476439790577
101,212,43,2007,My magic moves,1720579,8.003128258602711,0.23461939520333683,5.213764337851929,1.7466110531803962,3.258602711157456
80,1791,29,2007,"Life at 30,000 feet",1609555,11.057692307692307,12.115384615384615,1.5865384615384615,0.33653846153846156,33.65384615384615
242,378,28,2007,"Building ""self-aware"" robots",1212346,2.043343653250774,17.21362229102167,3.9628482972136228,2.6006191950464395,10.712074303405572
45,1050,21,2007,The illustrated woman,672254,21.38211382113821,2.0325203252032518,5.4471544715447155,13.008130081300814,11.707317073170733
145,963,22,2007,The anthropology of mobile phones,694378,1.426220515633571,24.90400438837082,9.105869445968185,7.021393307734504,11.574328030718597
432,1414,35,2007,3 clues to understanding your brain,3930186,5.576269782086337,19.902228850774712,0.25685640898168866,0.2071422653078134,8.028834203330849
64,1234,21,2007,A commodities exchange for Ethiopia,562457,0.11086474501108648,24.6119733924612,2.9933481152993346,0.8869179600886918,19.623059866962304
262,1338,26,2007,How electroshock therapy changed me,1522858,2.1148708815672306,10.084594835262688,0.8682101513802316,0.3561887800534283,28.628673196794303
412,1254,39,2007,The habits of happiness,7271730,4.156707887353217,8.968097266964564,0.9144757352177075,1.1327028993037513,39.2185389171776
328,1136,26,2007,Laws that choke creativity,1895259,3.9526921879863055,15.779645191409896,1.1826953003423593,0.5446623093681917,16.713352007469652
40,299,28,2007,Playing with DNA that self-assembles,410563,3.4907597535934287,14.37371663244353,2.3613963039014374,6.673511293634498,6.570841889117044
279,958,24,2007,A critical look at geoengineering against climate change,876658,0.8828722778104767,20.011771630370806,3.79635079458505,1.2654502648616834,4.885226603884639
115,1090,21,2007,Using biology to rethink the energy challenge,898974,1.0604453870625663,19.476846942382465,4.0650406504065035,2.863202545068929,8.695652173913043
46,1261,22,2007,The case for optimism,418234,0.22701475595913734,19.409761634506243,11.804767309875142,2.1566401816118046,23.496027241770715
31,1164,20,2007,The sticky wonder of gecko feet,707524,3.0871670702179177,15.859564164648909,0.423728813559322,0.24213075060532688,13.801452784503631
185,1017,22,2007,The fractals at the heart of African designs,1527858,1.7282196969696968,15.553977272727273,0.8996212121212122,1.065340909090909,8.641098484848484
156,1026,29,2007,Design and destiny,1783740,23.88268156424581,2.8770949720670393,4.608938547486034,7.709497206703911,19.860335195530727
160,962,29,2007,"Beauty, truth and ... physics?",1181696,11.490683229813664,19.759316770186334,2.0574534161490683,2.1350931677018634,11.529503105590063
154,1184,22,2007,Winning the oil endgame,832668,1.7761989342806392,27.53108348134991,2.975133214920071,1.6873889875666075,14.786856127886322
604,914,44,2007,"A performance of ""Mathemagic""",8360707,12.138304472897513,1.9177618591009082,0.4737999887190479,0.9475999774380958,4.608268937898359
183,793,34,2007,Why aren't we more compassionate?,1604402,1.4487228364468168,19.63400686237133,2.249332825009531,1.4868471216164696,31.643156690812045
71,249,40,2007,The lost art of letter-writing,533761,1.3278855975485189,1.2257405515832482,4.59652706843718,0.9193054136874361,29.417773237997956
435,558,40,2007,5 dangerous things you should let your kids do,4364865,17.40005752085131,13.805004314063849,3.4224906528616623,0.8771929824561403,14.883520276100088
465,1080,38,2008,Tales of passion,3741423,11.80952380952381,4.054421768707483,0.7437641723356009,0.25396825396825395,32
71,375,28,2008,We're worried about local warming ... in your lap,933311,62.9661751951431,5.203816131830009,3.2090199479618384,0.6938421509106678,1.4744145706851692
95,1231,21,2008,The emergent genius of ant colonies,928270,1.6585760517799353,35.11326860841424,0.40453074433656955,0.6472491909385114,4.854368932038835
227,1082,30,2008,The mystery box,3519656,25.301204819277107,7.580321285140562,1.4056224899598393,1.4056224899598393,24.33065595716198
554,327,47,2008,Underwater astonishments,13926113,2.7156709206624234,12.91193229149312,0.2665689247275999,0.31655059811402486,5.487987737829463
40,1097,22,2008,Treat design as art,585052,1.2345679012345678,18.930041152263374,5.8984910836762685,3.7037037037037033,15.22633744855967
39,1320,23,2008,"A master architect asks, Now what?",959382,11.086474501108649,9.977827050997783,4.988913525498892,3.325942350332594,14.079822616407982
41,640,22,2008,"""Tembererana""",403089,0.9933774834437087,0.49668874172185434,0.49668874172185434,0,22.185430463576157
95,2128,19,2008,"Rebuilding a neighborhood with beauty, dignity, hope",611092,1.2775842044134729,2.4390243902439024,0.6387921022067364,0.5807200929152149,38.908246225319395
205,1148,26,2008,The life-long learner,1854024,3.8041002277904328,3.644646924829157,0.683371298405467,0.9567198177676537,39.088838268792706
51,255,30,2008,The music wars,594523,41.97359277275886,1.6678248783877692,5.281445448227936,1.250868658790827,1.5983321751216122
34,1056,22,2008,An unusual glimpse at celebrity,670863,19.783616692426584,4.1731066460587325,7.573415765069552,4.01854714064915,2.3183925811437405
117,775,26,2008,TED's nonprofit transition,324266,4.134078212290502,11.731843575418994,1.2290502793296088,1.2290502793296088,29.832402234636874
78,819,23,2008,The idea behind Zipcar (and what comes next),434005,0.5469462169553327,14.767547857793984,14.31175934366454,5.195989061075661,10.391978122151322
63,943,25,2008,A song of the city,596961,8.997429305912597,12.146529562982005,0.5784061696658097,1.5424164524421593,28.14910025706941
30,1295,17,2008,An illustrated journey through Rome,700273,8.51063829787234,6.567992599444958,2.497687326549491,4.25531914893617,9.435707678075856
165,1045,25,2008,A plant's-eye view,1359400,2.2296173044925127,17.870216306156404,1.7304492512479204,0.7321131447587355,21.13144758735441
60,1171,24,2008,The new power of collaboration,931001,4.5883092394720295,19.35889377749843,1.8856065367693273,1.8856065367693273,22.815839094908863
105,1151,24,2008,The untouchable music of the theremin,1687185,6.005586592178771,3.584729981378026,0.931098696461825,0.41899441340782123,8.240223463687151
53,518,24,2008,The story of Project Orion,785872,21.72043010752688,21.0752688172043,2.043010752688172,0.5376344086021506,2.5806451612903225
29,1066,20,2008,Building uniqueness,545664,1.203369434416366,9.025270758122744,3.9711191335740073,0,22.503008423586042
46,374,23,2008,The Jill and Julia Show,487972,43.04174950298211,1.3916500994035785,3.7773359840954273,1.6898608349900597,4.075546719681909
84,927,20,2008,Juggle and jest,807628,56.68282548476454,0.31163434903047094,0.5193905817174516,0.20775623268698062,1.9736842105263157
43,326,29,2008,A parable for Kenya,200726,0,7.115384615384615,2.307692307692308,0.19230769230769232,35.19230769230769
26,202,32,2008,Model rocketry,412154,10.814094775212636,9.720534629404618,1.5795868772782502,0.24301336573511542,18.712029161603887
70,402,26,2008,A preview of the WorldWide Telescope,1034064,0.33879164313946925,9.599096555618294,4.009034443817053,0.7905138339920948,11.801242236024844
61,1237,29,2008,A powerful idea about ideas,777609,1.4803849000740192,17.098445595854923,3.3308660251665434,4.66321243523316,17.616580310880828
137,954,24,2008,On the verge of creating synthetic life,1004893,0.35899481451934584,16.03510171519745,0.5584363781412046,1.316314319904268,9.53330674112485
64,1523,18,2008,"5 predictions, from 1984",974087,3.1620553359683794,17.25955204216074,0.5270092226613966,1.5810276679841897,13.306982872200262
2877,1099,49,2008,My stroke of insight,21190883,1.3670133729569094,7.684143493950329,0.778320243401967,0.4089719097148518,23.941130687044506
9,2678,19,2008,My days as a young rebel,620806,11.560693641618498,9.248554913294797,2.023121387283237,3.1791907514450863,11.849710982658959
231,1535,32,2008,My wish: Once Upon a School,1357888,12.865183596890914,3.564727954971857,0.21441972661484857,0.2948271240954168,37.46984722594478
456,1288,30,2008,My wish: The Charter for Compassion,1277619,0.4261363636363636,9.659090909090908,3.4943181818181817,0.7386363636363636,31.5625
69,1490,22,2008,My wish: Find the next Einstein in Africa,473165,0.6463527239150507,9.787626962142197,0.2770083102493075,0,36.56509695290859
67,1917,23,2008,My green agenda for architecture,763815,1.9191919191919191,18.282828282828284,2.2222222222222223,1.6161616161616161,19.494949494949495
156,242,38,2008,A look inside the brain in real time,1485761,1.2072434607645874,18.30985915492958,3.420523138832998,1.971830985915493,8.9738430583501
251,1077,27,2008,The call to learn,2283491,25.783032565857706,3.671437461107654,1.7838622692387471,5.76643849823688,16.03401783862269
67,419,0,2008,"""M'Bifo""",294936,0,0.10706638115631692,0.6423982869379015,1.4989293361884368,12.098501070663811
